client_id,first_name,last_name,date_of_birth,phone,email,first_purchase,address_city,address_street,address_localite,address_postcode,address_canton
W4-5688043W,Nicole,Pellet,1934-07-12,036 272 05 12,nicole.pellet@bluewin.ch,2021-07-16,Blonay - Saint-Légier,Chemin de Lury 2,Blonay,1807,VD
T3-2209147S,Liliane,Courvoisier,1958-12-08,+41 54 474 63 51,liliane.courvoisier@hispeed.ch,2021-07-16,Scuol,Via da Liuns 780,Scuol,7550,GR
g3-6824162j,Jessica,Peitrequin,1937-05-10,+41 32 088 35 63,jessicapeitrequin550@gmail.com,2021-07-16,Gossau SG,Hügelstrasse 4.1,Gossau SG,9200,SG
X6-3644364o,Eva,Barman,1934-05-31,073 681 03 48,e.barman416@hotmail.fr,2021-07-16,Delémont,Rue du Progrès 13b,Delémont,2800,JU
u4-3048921T,Yvette,Aebi,1964-04-21,+41 92 559 53 11,y.aebi797@bluewin.ch,2021-07-16,Hettlingen,Burgtrottenweg 1c,Hettlingen,8442,ZH
e4-3906059k,Nathan,Brahier,1973-10-04,+41 (0)71 908 31 91,nathanbrahier@sunrise.ch,2021-07-16,Obfelden,Lunnerfeld 1.1,Obfelden,8912,ZH
g2-4015142x,Alexandre,Cousin,1971-11-15,+41 70 479 63 23,alexandre_cousin754@hotmail.fr,2021-07-16,Bern,Bubenbergplatz 5,Bern,3011,BE
o0-0276912j,Patricia,Montandon,1971-06-21,058 891 77 64,patriciamontandon@sunrise.ch,2021-07-16,Wattenwil,Brunismattweg 5,Wattenwil,3665,BE
t3-6264339n,Jessica,Paccot,1982-10-09,+41 66 309 70 61,jessica.paccot@hispeed.ch,2021-07-16,Zürich,Bellerivestrasse 21a,Zürich,8008,ZH
M2-268306R,Albert,Charpié,1952-03-17,031 038 63 55,albertcharpie@vtxnet.ch,2021-07-16,Einsiedeln,Holenstock 4,Einsiedeln,8840,SZ
D0-6254769L,Ana,Cattin,1988-04-23,036 643 91 80,anacattin@bluewin.ch,2021-07-16,Cham,Zugerstrasse 89.2,Cham,6330,ZG
W9-2335423e,Aurélie,Brandt,1988-08-13,+41 57 656 68 38,abrandt291@bluewin.ch,2021-07-16,Basel,Bundesstrasse 11,Basel,4054,BS
D2-2474765v,Michel,Deladoëy,1943-04-29,069 435 07 34,michel.deladoey@vtxnet.ch,2021-07-16,Hüntwangen,Bälstrasse 39,Hüntwangen,8194,ZH
t7-0972653V,Thierry,Carron,1998-03-10,+41 55 198 11 28,tcarron@hotmail.fr,2021-07-16,Loveresse,Le Moulin 2,Loveresse,2732,BE
V1-8037579Y,Jean-Pierre,Vuille,1983-11-28,+41 49 669 79 30,jean-pierre.vuille@hotmail.fr,2021-07-16,Unterlangenegg,Hinterzäunen 90h,Unterlangenegg,3614,BE
B4-1629832Z,Mathilde,Matile,2000-09-25,041 081 44 18,m.matile237@hotmail.fr,2021-07-16,Vacallo,Via Pizzamiglio 7,Vacallo,6833,TI
w8-9502522g,Alexandre,Georges,1995-01-11,078 379 74 24,a.georges@bluewin.ch,2021-07-16,Giswil,Müsli 1.1,Giswil,6074,OW
R3-4334935T,Caroline,Jacot-Guillarmod,2001-06-13,+41 (0)78 398 84 12,cjacot-guillarmod@yahoo.fr,2021-07-16,Meierskappel,Itelfingen 1,Meierskappel,6344,LU
D5-2834703c,Alicia,Nüsslin,1951-06-25,+41 (0)88 046 21 41,alicianusslin@romandie.com,2021-07-16,Baden,Theaterplatz 2,Baden,5400,AG
M6-6325806H,Nelly,Beuret,1968-04-03,+41 (0)38 756 49 66,n.beuret@hotmail.fr,2021-07-17,Wetzikon ZH,Bühlstrasse 30.1,Wetzikon ZH,8620,ZH
G5-7608429O,Jonathan,Cousin,1951-01-31,+41 69 640 05 35,j.cousin226@hotmail.fr,2021-07-17,Tafers,Mariahilfstrasse 37c,Tafers,1712,FR
f5-9781563W,Olivier,Badan,1989-09-27,+41 97 430 83 13,olivier_badan@vtxnet.ch,2021-07-17,Heiden,Im Stöckli 2.1,Heiden,9410,AR
p6-078457g,Sophie,Chevrolet,1992-03-15,+41 59 332 18 15,sophie_chevrolet571@hispeed.ch,2021-07-17,Marly,Chemin des Cossettes 49a,Marly,1723,FR
d4-8224231v,Madeleine,Beurret,1935-06-04,052 553 71 84,m_beurret681@gmail.com,2021-07-17,Fully,Route de la Forêt 106,Fully,1926,VS
o1-3103456e,Simone,Alber,2004-04-03,+41 (0)93 444 33 22,simonealber@romandie.com,2021-07-17,Muriaux,Muriaux 41a,Muriaux,2338,JU
X0-6096163h,Nolan,Comman,1974-01-30,079 771 73 06,nolan.comman147@romandie.com,2021-07-17,Eriswil,Ahornstrasse 11a,Eriswil,4952,BE
Z8-9865454R,Alice,Blanc,1973-05-26,+41 (0)49 059 01 11,ablanc@hotmail.fr,2021-07-17,Genève,Rue PRÉVOST-MARTIN 24,Genève,1205,GE
B8-0554418Y,Jean-Claude,Bugnon,1985-08-27,+41 (0)37 707 11 71,jean-claude_bugnon@romandie.com,2021-07-17,Quinto,Pardásc 3,Quinto,6777,TI
x4-0342872F,Georges,Comment,1940-09-10,+41 (0)82 354 96 89,g_comment@yahoo.fr,2021-07-17,Bauma,Wallenbachstrasse 7.1,Bauma,8494,ZH
X8-2026369z,Alexandre,Besse,1998-07-02,+41 (0)23 844 32 70,abesse@vtxnet.ch,2021-07-17,Brugg,Rebmoosweg 73.1,Brugg AG,5200,AG
q7-3145456o,Julien,Beuret,1940-04-16,+41 41 407 36 30,julien_beuret74@bluewin.ch,2021-07-17,Köniz,Mösliweg 36,Köniz,3098,BE
Q6-7959408q,Sébastien,Délèze,1962-06-18,+41 91 726 54 29,sebastiendeleze125@yahoo.fr,2021-07-17,Bottmingen,Felixhäglistrasse 25a,Bottmingen,4103,BL
d1-0941704L,Jonathan,Badan,1984-01-11,+41 (0)48 898 75 84,jbadan@gmail.com,2021-07-17,Martigny,Rue du Grand Verger 5b,Martigny,1920,VS
h9-2493065Z,Simone,Chenaux,1989-12-09,+41 (0)47 348 29 34,simone_chenaux67@romandie.com,2021-07-17,Kloten,Riederweg 14,Kloten,8302,ZH
O8-3892567H,Olivier,Sandoz,1945-11-09,077 012 26 97,o.sandoz436@bluewin.ch,2021-07-17,Lausanne,Chemin de la Fauvette 16b,Lausanne,1012,VD
c6-3808303V,Charles,Romanens,1957-07-13,045 553 12 86,charles_romanens69@hotmail.fr,2021-07-18,Fully,Chemin du Barillet 9,Fully,1926,VS
P5-003945G,Yvette,Candaux,1936-12-12,+41 (0)43 793 88 47,y_candaux164@sunrise.ch,2021-07-18,Sursee,Abeschweg 3,Sursee,6210,LU
i3-0946543R,Georgette,Botteron,1988-08-25,+41 85 942 79 31,georgette_botteron491@hotmail.fr,2021-07-18,Küssnacht,Chiemerstrasse 10.3,Immensee,6405,SZ
Y6-492820c,Maxime,Deladoëy,1970-04-09,030 650 08 38,maxime_deladoey772@romandie.com,2021-07-18,Bretigny-sur-Morrens,Chemin de Champ Petau 22,Bretigny-sur-Morrens,1053,VD
S9-6716443d,Thérèse,Balmat,1962-01-24,039 478 06 15,tbalmat@hispeed.ch,2021-07-18,Hinwil,Breitacherstrasse 4.3,Hinwil,8340,ZH
l9-9757862e,Michel,Bugnon,1955-04-25,+41 (0)44 888 55 59,m_bugnon458@gmail.com,2021-07-18,Arlesheim,Zum wisse Segel 19,Arlesheim,4144,BL
s3-8681539u,Michel,Polla,1953-05-12,+41 77 684 62 00,michel_polla@hotmail.fr,2021-07-18,Oberdorf BL,Widental 46b,Oberdorf BL,4436,BL
K9-3608661W,Chantal,Badan,1970-03-26,+41 (0)64 032 19 67,chantal_badan@vtxnet.ch,2021-07-18,Kreuzlingen,Freiestrasse 6,Kreuzlingen,8280,TG
m5-5559985G,Albert,Bernasconi,2003-05-30,036 469 63 02,abernasconi@gmail.com,2021-07-18,Schlieren,Wiesenstrasse 3c,Schlieren,8952,ZH
A7-9933818v,Alicia,Coigny,1949-07-07,046 451 56 33,aliciacoigny@romandie.com,2021-07-18,Erlinsbach AG,Küttigerstrasse 36,Erlinsbach,5018,AG
r5-7224599u,Vincent,Vienne,1937-03-21,+41 (0)28 708 02 67,vincentvienne@yahoo.fr,2021-07-18,Sion,Chemin des Lézards 4d,Sion,1950,VS
T9-4644320N,Nathalie,Montandon,1988-01-07,+41 (0)54 218 42 81,nathalie_montandon637@sunrise.ch,2021-07-18,Kallnach,Steinweg 18,Kallnach,3283,BE
t0-7262336b,Marianne,Cossy,1949-05-31,+41 (0)49 267 90 50,m_cossy@hispeed.ch,2021-07-18,Luzern,Steinhofweg 24.1,Luzern,6005,LU
g8-1452646Y,Romain,Comment,1997-06-11,+41 59 251 19 45,romain_comment609@sunrise.ch,2021-07-18,Genève,Rue PRÉVOST-MARTIN 39,Genève,1205,GE
N1-0441144T,Maurice,Coigny,1967-11-22,+41 63 232 08 21,m_coigny@bluewin.ch,2021-07-18,Galgenen,Im Stöckli 1,Galgenen,8854,SZ
u8-8366279i,Monique,Dubey,1973-02-02,+41 59 449 09 50,m.dubey525@romandie.com,2021-07-18,Bernex,Route de Pré-Marais 49a,Bernex,1233,GE
z6-3558229u,Arthur,Morard,1996-03-26,041 220 74 29,arthur.morard@bluewin.ch,2021-07-18,Dagmersellen,Gerbihubelstrasse 28,Dagmersellen,6252,LU
E8-3889692w,Yvonne,Chaudet,1967-07-10,+41 (0)87 929 97 38,yvonne_chaudet148@hotmail.fr,2021-07-18,Schaffhausen,Bühlstrasse 15.1,Schaffhausen,8200,SH
n5-3243134J,Thierry,Rapraz,1983-04-23,+41 (0)76 744 71 72,thierry_rapraz667@gmail.com,2021-07-19,Biel-Benken,Therwilerstrasse 6a,Biel-Benken BL,4105,BL
X4-5353704R,Zoé,Vuille,1942-10-04,062 135 90 54,zoevuille@bluewin.ch,2021-07-19,Rickenbach LU,Buttenbergstrasse 1,Rickenbach LU,6221,LU
m3-5599492k,Monique,Bonvin,1979-04-21,057 386 74 76,mbonvin@yahoo.fr,2021-07-19,Grenchen,Schützengasse 64b,Grenchen,2540,SO
s7-4237065y,Marguerite,Bourquard,1992-12-18,+41 (0)53 819 54 48,mbourquard@gmail.com,2021-07-19,Glarus Süd,Chligheist 1,Sool,8762,GL
W3-9552853K,Claude,Chevrolet,1993-07-29,+41 94 727 81 42,c.chevrolet173@romandie.com,2021-07-19,Balerna,Via Passeggiata 22,Balerna,6828,TI
p3-9998944Z,Jean,Bourquard,1936-05-11,+41 59 388 87 67,jbourquard304@hotmail.fr,2021-07-19,Schiers,Austrasse 24,Schiers,7220,GR
z0-3413584c,Henri,Saudan,1979-12-05,+41 70 736 25 56,henri.saudan@sunrise.ch,2021-07-19,Bellinzona,Vicolo Prati Sara 1,Bellinzona,6503,TI
p4-7301510s,Germaine,Pasquier,1989-12-29,+41 37 273 18 92,g_pasquier@vtxnet.ch,2021-07-19,Biberist,Schachenstrasse 59c,Biberist,4562,SO
M6-4572031F,Charles,Comment,1946-04-28,042 688 21 71,charles_comment@yahoo.fr,2021-07-19,Fällanden,Sunnetalstrasse 2c,Fällanden,8117,ZH
C9-4197950n,Marcel,Monnet,1983-11-22,076 220 21 50,marcelmonnet423@vtxnet.ch,2021-07-19,Köniz,Sägemattstrasse 70,Köniz,3098,BE
y4-6463908v,Yvonne,Comte,1964-07-02,056 013 18 87,yvonnecomte@hotmail.fr,2021-07-19,Luterbach,Weizackerstrasse 16,Luterbach,4542,SO
O0-1217200o,Lucie,Robadey,1984-03-15,+41 (0)77 026 75 08,lucie.robadey@sunrise.ch,2021-07-19,Lausanne,Chemin de la Grangette 47j.1,Lausanne,1010,VD
V4-8068904Z,Jessica,Niquille,1965-02-27,+41 (0)62 368 15 98,jessica_niquille339@bluewin.ch,2021-07-19,Aarburg,Langmattstrasse 24,Aarburg,4663,AG
U2-7006641x,Elisabeth,Meyer,2003-09-09,+41 (0)55 915 01 48,elisabeth_meyer588@hispeed.ch,2021-07-19,Zürich,Birmensdorferstrasse 177,Zürich,8003,ZH
C7-9463107b,Claude,Chenaux,1968-03-24,+41 (0)31 892 73 14,claude.chenaux@hotmail.fr,2021-07-19,Grancy,Chemin de la Léchère 11,Grancy,1117,VD
w4-1681008q,Antonio,Cosandey,1936-03-20,+41 80 352 34 86,antonio_cosandey@sunrise.ch,2021-07-19,Zürich,Habsburgstrasse 1a,Zürich,8037,ZH
x9-1689046A,Véronique,Pellet,1938-07-20,+41 (0)75 334 62 73,veronique_pellet@hispeed.ch,2021-07-19,Schwyz,Kollegiumstrasse 14,Schwyz,6430,SZ
W9-7459137R,Jean-Pierre,Pachoud,1985-07-21,+41 (0)45 895 61 76,j.pachoud674@bluewin.ch,2021-07-19,Maienfeld,Grabenstrasse 6e,Maienfeld,7304,GR
a5-2425499V,Nathalie,Pasquier,1990-10-25,+41 54 188 37 92,nathaliepasquier@sunrise.ch,2021-07-19,Laufen,Langhagweg 47,Laufen,4242,BL
d9-709290I,Patricia,Berberat,1988-06-19,044 486 79 16,p.berberat@hotmail.fr,2021-07-19,Renens VD,Rue de l'Avenir 25,Renens VD,1020,VD
G4-62143U,Lara,Babey,1971-05-25,044 397 66 71,lbabey@hispeed.ch,2021-07-20,Horgen,Einsiedlerstrasse 423d,Horgen,8810,ZH
L9-0935978h,Bruno,Barillon,1979-02-17,+41 (0)82 874 86 83,b.barillon861@vtxnet.ch,2021-07-20,Genève,Rue de Carouge 10,Genève,1205,GE
h3-4645338l,Albert,Pellet,1989-10-29,+41 (0)29 790 75 62,a_pellet@gmail.com,2021-07-20,Wittenbach,Betten 41,Wittenbach,9300,SG
y9-5446234T,Eric,Boichat,1975-09-22,+41 90 249 93 54,eric_boichat@yahoo.fr,2021-07-20,Schlieren,Badenerstrasse 91,Schlieren,8952,ZH
Q4-1376226Z,Caroline,Chenaux,1949-11-03,+41 (0)92 013 85 81,caroline_chenaux3@hispeed.ch,2021-07-20,Richterswil,Speerstrasse 108,Richterswil,8805,ZH
d7-0817372o,Roland,Quartier,1992-05-21,+41 81 625 28 40,roland.quartier605@vtxnet.ch,2021-07-20,Uetendorf,Riedernstrasse 4,Uetendorf,3661,BE
I9-2072997f,Nathan,Julliard,2003-11-07,037 799 39 08,n.julliard@vtxnet.ch,2021-07-20,Collonge-Bellerive,Chemin du Nantet 26,Collonge-Bellerive,1245,GE
Y1-0375539H,Sylvie,Vermeil,1988-08-10,+41 77 157 36 36,sylvie_vermeil673@vtxnet.ch,2021-07-20,Cugy VD,Chemin de la Lisière 3.1,Cugy VD,1053,VD
e2-3246875U,Odette,Maire,1949-07-20,+41 (0)99 754 00 85,odettemaire@hispeed.ch,2021-07-20,Eschenz,Mettlenstrasse 21,Eschenz,8264,TG
V1-485590M,Michel,Bujard,1966-12-31,057 340 38 79,mbujard@hispeed.ch,2021-07-20,Bonaduz,Gassa Curta 5,Bonaduz,7402,GR
m2-0386026N,Jean-Claude,Bugnon,1939-03-06,+41 (0)93 163 76 06,jean-claudebugnon@vtxnet.ch,2021-07-20,Zufikon,Ibisgutstrasse 11.1,Zufikon,5621,AG
g2-5395880g,Sandrine,Besançon,1949-08-19,+41 70 249 51 16,sandrine_besancon@hispeed.ch,2021-07-20,Genève,Route du Bout-du-Monde 35.1,Genève,1206,GE
d4-5417528w,Noah,Muriset,1935-04-12,+41 61 098 61 66,n.muriset@sunrise.ch,2021-07-20,Baden,Kronengasse 3,Baden,5400,AG
C0-6217338g,José,Privet,1949-10-11,+41 (0)66 506 29 01,j_privet304@hotmail.fr,2021-07-20,Chêne-Bourg,Chemin des Mésanges 7,Chêne-Bourg,1225,GE
B4-72079A,Marcelle,Robadey,1997-05-16,+41 (0)67 946 58 92,m.robadey@yahoo.fr,2021-07-20,Gland,Chemin du Molard 14,Gland,1196,VD
r3-4856619C,Thierry,Droz,1987-01-27,029 806 53 83,t.droz@sunrise.ch,2021-07-21,Davos,Flurstrasse 6,Davos Platz,7270,GR
O8-2625801y,Philippe,Chevrolet,1956-01-14,+41 50 831 34 20,p.chevrolet461@gmail.com,2021-07-21,La Verrerie,Route des Mines 22,La Verrerie,1624,FR
H1-7203919O,Marie,Bugnon,2002-02-18,+41 (0)84 980 73 29,mariebugnon107@romandie.com,2021-07-21,Wiesendangen,Herrentrottenstrasse 2.2,Wiesendangen,8542,ZH
I9-4661936f,Robert,Comment,1952-01-17,063 202 81 26,rcomment@vtxnet.ch,2021-07-21,Mettmenstetten,Albisstrasse 47i,Mettmenstetten,8932,ZH
e8-4737743D,Denise,Droz,1988-02-07,+41 55 130 01 33,ddroz678@sunrise.ch,2021-07-21,Blonay - Saint-Légier,Route du Village 41,Blonay,1807,VD
e0-8611547D,Elodie,de Dardel,1988-11-20,+41 (0)47 200 81 20,elodie.de dardel@hispeed.ch,2021-07-21,Neuchâtel,Chemin de Casse-Bras 8,Neuchâtel,2000,NE
F8-1039446d,David,Tinguely,2002-06-05,+41 32 762 59 58,dtinguely@bluewin.ch,2021-07-21,Lamone,Via Girella 16,Lamone,6814,TI
R6-9438219x,Nelly,Chaudet,1985-12-01,+41 (0)29 698 65 00,n_chaudet683@sunrise.ch,2021-07-21,Schmiedrued,Löhren 85.1,Schmiedrued,5046,AG
t7-8143088z,Ethan,Monnet,1962-02-26,+41 (0)72 658 11 94,ethan.monnet@sunrise.ch,2021-07-21,Steinhausen,Freudenbergstrasse 10a,Steinhausen,6312,ZG
q5-4195695Z,Simone,Pellet,1993-06-01,+41 99 471 09 54,simone.pellet@yahoo.fr,2021-07-21,Basel,St. Jakobs-Strasse 77,Basel,4052,BS
Q0-0503806t,Frédéric,Sandoz,1978-02-06,+41 48 195 37 86,f.sandoz353@gmail.com,2021-07-21,Reinach AG,Sonnenberggasse 6,Reinach AG,5734,AG
Z6-617903W,Caroline,Cosandey,1952-04-10,+41 (0)49 560 58 74,c.cosandey52@sunrise.ch,2021-07-21,Untersiggenthal,Dorfstrasse 68a,Untersiggenthal,5417,AG
y1-0611321A,Gilbert,Cousin,1937-02-21,+41 93 648 10 41,gilbertcousin@yahoo.fr,2021-07-21,Saint-Livres,Rue du Château 10,St-Livres,1176,VD
n9-956414L,Loïc,Chevrolet,1968-01-12,027 792 94 44,loic.chevrolet714@bluewin.ch,2021-07-21,Zetzwil,Fliederweg 342.1,Zetzwil,5732,AG
A9-8715303l,Josiane,Comman,1937-05-10,+41 (0)83 325 76 20,j_comman@bluewin.ch,2021-07-21,Courroux,Rue des Muguets 5,Courroux,2822,JU
h5-0025775c,Eva,Mayor,1954-05-19,+41 (0)34 363 80 39,emayor@hotmail.fr,2021-07-21,Hitzkirch,Trestenberghalde 20,Hitzkirch,6285,LU
q3-213517l,Emilie,Francillon,1942-02-14,+41 55 305 09 14,efrancillon@yahoo.fr,2021-07-21,Ettingen,Bahnweg 4a,Ettingen,4107,BL
a4-9583143Z,Bernard,Rapin,2000-08-09,+41 60 768 75 49,brapin300@vtxnet.ch,2021-07-21,Sissach,Stutzhölzliweg 2a,Sissach,4450,BL
r0-4412010V,René,Beuret,1991-04-09,031 668 40 71,rene.beuret923@vtxnet.ch,2021-07-21,Rütschelen,Lotzwilstrasse 12,Rütschelen,4933,BE
j0-4585820f,Jean-Claude,Crivelli,1943-12-17,059 978 91 30,jean-claude.crivelli258@romandie.com,2021-07-22,Murgenthal,Aareweg 12.2,Murgenthal,4853,AG
I9-7631613p,Caroline,Godet,1966-06-01,+41 33 233 52 83,c.godet@yahoo.fr,2021-07-22,Reinach AG,Heimetweg 7,Reinach AG,5734,AG
G5-0999975K,Jeanne,Humbert,1949-08-29,+41 (0)75 766 85 02,jeanne_humbert806@yahoo.fr,2021-07-22,Burgdorf,Wynigenstrasse 18a,Burgdorf,3400,BE
r5-1132042Z,Eric,Balmat,1978-11-22,+41 (0)41 921 40 78,e_balmat751@romandie.com,2021-07-22,Ostermundigen,Bahnhofstrasse 5,Ostermundigen,3072,BE
O2-1184035X,Françoise,Carron,1940-02-21,+41 64 074 09 63,f.carron51@bluewin.ch,2021-07-22,Chêne-Bougeries,Route du Vallon 4.2,Chêne-Bougeries,1224,GE
Q3-1021036Z,Louis,Corpataux,1956-06-20,+41 (0)93 474 58 17,louis.corpataux@gmail.com,2021-07-22,Lausanne,Chemin de la Fauvette 24b,Lausanne,1012,VD
J0-2843903U,Noah,Cretton,1968-08-04,026 797 90 40,ncretton137@bluewin.ch,2021-07-22,Obermumpf,Fluhweg 8,Obermumpf,4324,AG
A3-1287417t,Raymond,Musy,1961-02-01,+41 (0)24 397 55 56,r.musy@yahoo.fr,2021-07-22,Quarten,Quartnerstrasse 6,Quarten,8883,SG
X6-9591325Z,Laetitia,Robadey,1985-06-19,+41 (0)37 933 58 00,laetitia.robadey@hotmail.fr,2021-07-22,Oberuzwil,Zehntlandstrasse 9b,Oberuzwil,9242,SG
A0-2094768k,Sarah,Mayor,1946-12-13,+41 45 274 46 85,s_mayor612@sunrise.ch,2021-07-22,Neuenkirch,Nellenweg 18,Neuenkirch,6206,LU
o5-0273874M,Roger,Rosselat,1975-01-28,+41 29 471 23 61,r_rosselat901@gmail.com,2021-07-22,Obfelden,Chileweg 9,Obfelden,8912,ZH
U2-9424712m,Alice,Polla,1940-12-12,+41 39 633 56 96,a_polla840@yahoo.fr,2021-07-22,Bassersdorf,Ufmattenstrasse 37,Bassersdorf,8303,ZH
M9-8607305l,Lara,Masseron,1970-12-17,+41 (0)32 496 17 21,l_masseron901@hispeed.ch,2021-07-22,Boudry,Rue Louis-Favre 56,Boudry,2017,NE
j1-366381V,Mathieu,Meyer,1969-08-05,+41 (0)65 206 56 34,mathieu_meyer179@romandie.com,2021-07-22,Baden,Burghaldenstrasse 2.1,Baden,5400,AG
k9-5872684m,Patricia,Babey,1969-01-07,052 889 90 74,patricia.babey@hispeed.ch,2021-07-22,Oberengstringen,Zürcherstrasse 107a,Oberengstringen,8102,ZH
k1-0786979R,Manon,Aeby,1975-08-12,+41 36 506 05 83,m.aeby@hotmail.fr,2021-07-22,Fahrwangen,Pfarrweg 7,Fahrwangen,5615,AG
d9-7077412q,Romain,Marty,1940-01-05,+41 91 649 66 71,rmarty354@hotmail.fr,2021-07-22,Thônex,Chemin Jules-DUFRESNE 20,Thônex,1226,GE
S2-1878118Y,Antonio,Duvanel,1944-11-05,065 961 76 05,antonio_duvanel@hispeed.ch,2021-07-22,Versoix,Chemin de la Vigne-Noire 11.2,Versoix,1290,GE
l8-7153223E,Daniel,Bavaud,1945-06-06,029 232 00 36,danielbavaud@sunrise.ch,2021-07-22,Bernex,Chemin de la Lécherette 29.1,Bernex,1233,GE
e0-1846670i,Pascal,Curdy,1977-03-31,058 751 73 19,pascal.curdy419@hispeed.ch,2021-07-23,Genève,Place de la Taconnerie 1,Genève,1204,GE
K4-8676435B,Mélanie,Bonvin,1976-12-01,+41 65 814 10 74,mbonvin@sunrise.ch,2021-07-23,Val de Bagnes,Route de Corberaye 4,Le Châble VS,1934,VS
d0-3337177K,Catherine,Matile,1990-10-08,026 412 98 92,catherine.matile401@gmail.com,2021-07-23,Zäziwil,Reutenenstrasse 125,Zäziwil,3532,BE
i5-4904601X,Isabelle,Bourquin,1980-05-29,+41 (0)39 972 73 59,i.bourquin@yahoo.fr,2021-07-23,Wädenswil,Rötibodenstrasse 36,Wädenswil,8820,ZH
B6-2071796f,Véronique,Isella,1966-04-29,021 595 07 04,visella654@hispeed.ch,2021-07-23,Bösingen,Eichenweg 8,Bösingen,3178,FR
W9-5026499x,Théo,Balmat,1987-11-30,+41 51 212 10 30,theo_balmat707@hispeed.ch,2021-07-23,Oberbalm,Bach 1,Oberbalm,3096,BE
P8-5481573X,Georges,Rosselet,1971-12-16,+41 (0)50 683 79 08,georgesrosselet76@yahoo.fr,2021-07-23,Lausanne,Chemin de la Grangette 5b.1,Lausanne,1010,VD
L6-9248435f,Camille,Conrad,1957-10-19,+41 43 860 62 37,c.conrad@sunrise.ch,2021-07-23,Fischenthal,Burghaldenstrasse 9.1,Fischenthal,8497,ZH
h6-3734942G,Frédéric,Bugnon,1992-09-10,042 298 81 01,frederic.bugnon98@vtxnet.ch,2021-07-23,Eschenbach SG,Diemberg 7,Eschenbach SG,8733,SG
y4-8898607F,Frédéric,Boichat,1979-04-12,+41 72 641 15 31,f.boichat967@romandie.com,2021-07-23,Maur,Bachlenstrasse 20.1,Maur,8124,ZH
E6-154145v,Vanessa,Grosjean,1961-09-11,+41 (0)95 988 13 53,v.grosjean676@hispeed.ch,2021-07-23,La Chaux-de-Fonds,Rue des 22-Cantons 2.1,La Chaux-de-Fonds,2300,NE
c6-5613160x,Odette,Aeby,1944-06-21,+41 (0)27 502 81 48,odette.aeby@hotmail.fr,2021-07-23,Teufenthal AG,Dorfstrasse 20,Teufenthal AG,5723,AG
w7-2531110j,Thierry,Beguin,1996-10-12,+41 54 363 40 14,tbeguin494@romandie.com,2021-07-23,Meltingen,Bündtenhag 309,Meltingen,4233,SO
h0-5344963E,Aurélie,Fonjallaz,1960-12-16,057 230 08 18,aureliefonjallaz@yahoo.fr,2021-07-23,Meinier,Route de Covéry 34,Meinier,1252,GE
s5-2865624Q,Romain,Monnet,1984-08-31,+41 (0)66 757 30 81,r_monnet737@bluewin.ch,2021-07-23,Carouge GE,Place du Marché 7,Carouge GE,1227,GE
M9-5004874n,Maurice,Bavaud,1971-10-14,+41 50 196 40 90,maurice.bavaud796@hotmail.fr,2021-07-23,Basel,Kleinhüningeranlage 44,Basel,4057,BS
X5-285200A,Roger,Curdy,1964-06-12,+41 (0)62 802 83 92,roger.curdy@romandie.com,2021-07-23,Kloten,Gärtnerweg 7,Kloten,8302,ZH
y4-3317779A,Mathilde,Chevalley,1977-04-15,+41 (0)46 694 92 63,m_chevalley@gmail.com,2021-07-23,Höri,Hofstrasse 8.1,Höri,8181,ZH
O9-9292160M,Sophie,Béguelin,1991-02-14,042 510 20 23,s.beguelin42@romandie.com,2021-07-23,Cologny,Chemin du Jerlon 27.2,Cologny,1223,GE
o0-3718114V,Claudine,Bugnon,1999-12-21,+41 (0)67 060 61 46,claudinebugnon350@yahoo.fr,2021-07-23,Udligenswil,Hinter Haasenberg 1.1,Udligenswil,6044,LU
q0-8954769F,Madeleine,Bovet,1962-09-06,+41 (0)40 993 79 30,mbovet@gmail.com,2021-07-23,Yverdon-les-Bains,Rue de l'Industrie 30.3,Yverdon-les-Bains,1400,VD
H2-4776733I,Lucas,Cretton,2000-11-14,056 738 81 34,lucascretton@bluewin.ch,2021-07-24,Steinhausen,Hochwachtstrasse 27,Steinhausen,6312,ZG
b8-1149248v,Simone,Chenaux,1968-07-12,031 477 06 18,simone_chenaux480@sunrise.ch,2021-07-24,Basel,Reusstrasse 95,Basel,4054,BS
q2-6508451l,Hélène,Jacot-Descombes,1979-01-30,078 995 87 16,helenejacot-descombes616@vtxnet.ch,2021-07-24,Wohlen AG,Rummelstrasse 21,Wohlen AG,5610,AG
G2-7088589v,Caroline,Chaudet,1956-09-23,+41 42 763 10 95,caroline.chaudet@hotmail.fr,2021-07-24,Porrentruy,Rue du Mont-Terri 14a,Porrentruy,2900,JU
y6-5593326H,Jean-Claude,Bugnon,1958-11-04,062 487 37 84,j.bugnon149@yahoo.fr,2021-07-24,Zunzgen,Mattenweg 7,Zunzgen,4455,BL
V3-6203582y,Sophie,Aeby,1974-05-09,+41 54 662 22 75,sophie.aeby@yahoo.fr,2021-07-24,Zug,Chamerstrasse 24.1,Zug,6300,ZG
A7-5314687a,Lucie,Martin,1995-04-30,+41 62 500 64 49,lucie.martin207@yahoo.fr,2021-07-24,Kandersteg,Sagigässli 1a,Kandersteg,3718,BE
i3-912297l,Caroline,Vonlanthen,1986-06-15,+41 (0)34 602 70 32,carolinevonlanthen761@hispeed.ch,2021-07-24,Chavornay,Route d'Orbe 30.1,Chavornay,1373,VD
